"","X","Property.Name","Price","House.Type","Area.in.sq.ft","No..of.Bedrooms","No..of.Bathrooms","No..of.Receptions","Location","City.County","Postal.Code"
"2994",2993,"Ennismore Gardens",2016000,"Flat / Apartment",699,1,1,1,"","London","SW7 1NP"
"2995",2994,"Langdon Park Road",3200000,"House",3613,7,7,7,"Highgate","London","N6 5QG"
"2996",2995,"Draycott Place",1472000,"Flat / Apartment",682,1,1,1,"","London","SW3 2SB"
"2997",2996,"Fassett Square",1856000,"House",1727,4,4,4,"","London","E8 1DQ"
"2998",2997,"Cadogan Lane",3392000,"House",1304,2,2,2,"","London","SW1X 9DX"
"2999",2998,"Birkbeck Road",1504000,"House",1601,4,4,4,"Wimbledon","London","SW19 8NZ"
"3000",2999,"Loddiges Road",460800,"Flat / Apartment",630,2,2,2,"South Hackney","London","E9 7PJ"
"3001",3000,"Linnet Court",857600,"Flat / Apartment",920,2,2,2," Putney","London","SW15 6RJ"
"3002",3001,"Thornton Place",1023360,"Flat / Apartment",898,2,2,2,"","London","SW4 0AB"
"3003",3002,"Hartismere Road",1600000,"House",1828,4,4,4,"Fulham","London","SW6 7UE"
"3004",3003,"Ayr Court",448000,"Flat / Apartment",422,1,1,1,"Monks Drive","London","W3 0EA"
"3005",3004,"Kings Drive",1145600,"House",1579,4,4,4,"Thames Ditton","Surrey","KT7 0TH"
"3006",3005,"Fee Farm Road",1920000,"House",2122,5,5,5," Esher","Surrey","KT10 0JX"
"3007",3006,"Trevor Square",5440000,"House",1978,4,4,4,"Knightsbridge","London","SW7 1DY"
"3008",3007,"Porteus Place",1568000,"Flat / Apartment",1262,3,3,3,"","London","SW4 0AS"
"3009",3008,"Newark Street",1472000,"House",1447,4,4,4,"","London","E1 2AA"
"3010",3009,"Queen Anne's Gate",19008000,"House",7800,6,6,6,"","London","SW1H 9AA"
"3011",3010,"Larkhall Rise",2880000,"House",2422,5,5,5,"","London","SW4 6LB"
"3012",3011,"Gore Road",518400,"Flat / Apartment",376,1,1,1,"South Hackney","London","E9 7HR"
"3013",3012,"Eleven Acre Rise",3520000,"House",5310,5,5,5,"Loughton","Essex","IG10 1AN"
"3014",3013,"Southgate Road",2169600,"House",2160,4,4,4,"Islington","London","N1 3HX"
"3015",3014,"Cross Street",1088000,"Flat / Apartment",770,2,2,2,"Islington","London","N1 2BA"
"3016",3015,"Television Centre",1657600,"Flat / Apartment",924,2,2,2,"101 Wood Lane","London","W12 7FT"
"3017",3016,"80 Rainville Road",3520000,"Flat / Apartment",1765,3,3,3,"Hammersmith","London","W6 9HS"
"3018",3017,"The Tower",3520000,"Flat / Apartment",1539,3,3,3," Vauxhall","London","SW8 2DA"
"3019",3018,"Maddox Street",1920000,"Flat / Apartment",638,1,1,1,"","London","W1S 2QJ"
"3020",3019,"City Road",767936,"Flat / Apartment",495,1,1,1,"Clerkenwell","London","EC1V 2PY"
"3021",3020,"Mulberry Court",1408000,"Flat / Apartment",1461,3,3,3,"1 School Mews","London","E1 0EW"
"3022",3021,"Eton Avenue",6080000,"House",2890,5,5,5,"Belsize Park","London","NW3 3HL"
"3023",3022,"Castelnau",3200000,"House",3053,5,5,5,"Barnes","London","SW13 9EW"
"3024",3023,"Richard Burbidge Mansions",1600000,"Flat / Apartment",1281,2,2,2,"1 Brasenose Drive","London","SW13 8RB"
"3025",3024,"Boat Race House",2112000,"New development",1887,2,2,2,"63 Mortlake High Street","London","SW14 8HL"
"3026",3025,"Cathcart Road",8e+06,"House",3215,5,5,5,"Chelsea","London","SW10 9NN"
"3027",3026,"London House",6777600,"Penthouse",2807,4,4,4," St John's Wood","London","NW8 7PX"
"3028",3027,"Hasker Street",4480000,"House",1481,3,3,3,"","London","SW3 2LQ"
"3029",3028,"Ovington Square",18560000,"House",7156,6,6,6,"","London","SW3 1LJ"
"3030",3029,"Somerset Square",5440000,"House",2631,2,2,2,"","London","W14 8EE"
"3031",3030,"Lanherne House",895936,"Flat / Apartment",1087,3,3,3,"9 The Downs","London","SW20 8JG"
"3032",3031,"Craven Hill Gardens",1408000,"Flat / Apartment",718,1,1,1,"","London","W2 3EA"
"3033",3032,"Studdridge Street",3968000,"House",2885,6,6,6," Fulham","London","SW6 3SL"
"3034",3033,"Spinnaker House",896000,"Flat / Apartment",990,2,2,2," Battersea","London","SW18 1FR"
"3035",3034,"Artillery Mansions",2048000,"Flat / Apartment",1078,2,2,2," Westminster","London","SW1H 0HX"
"3036",3035,"Huntingfield Road",8e+05,"House",899,2,2,2,"Putney","London","SW15 5ER"
"3037",3036,"Briary Close",2425600,"House",1975,5,5,5,"Swiss Cottage","London","NW3 3JZ"
"3038",3037,"Ladbroke Grove",620800,"Flat / Apartment",454,1,1,1,"Notting Hill","London","W11 1PG"
"3039",3038,"Layer Gardens",2752000,"House",2887,6,6,6,"Ealing","London","W3 9PR"
"3040",3039,"Sindercombe Mews",1536000,"House",1358,2,2,2,"","London","W12 9BQ"
"3041",3040,"Faraday Lodge",723200,"Flat / Apartment",895,2,2,2," Greenwich","London","SE10 0QL"
"3042",3041,"Broomwood Road",768000,"Flat / Apartment",736,3,3,3,"","London","SW11 6JF"
"3043",3042,"Boat Race House",2368000,"New development",1978,3,3,3,"63 Mortlake High Street","London","SW14 8HL"
"3044",3043,"Eglantine Road",1632000,"House",1766,4,4,4,"Wandsworth","London","SW18 2DD"
"3045",3044,"Longmoore Street",2688000,"House",1913,4,4,4,"","London","SW1V 1JQ"
"3046",3045,"Elizabeth Street",4416000,"Flat / Apartment",2377,5,5,5,"","London","SW1W 9PB"
"3047",3046,"Elsworthy Rise",1344000,"New development",546,1,1,1,"Primrose Hill","London","NW3 3DS"
"3048",3047,"Well Road",8896000,"New development",4295,5,5,5,"Hampstead","London","NW3 1LH"
"3049",3048,"St John Street",1279936,"Penthouse",764,2,2,2,"","London","EC1V 4ND"
"3050",3049,"Mandeville Courtyard",1273600,"Flat / Apartment",1115,2,2,2," Battersea","London","SW11 4NB"
"3051",3050,"Hornsey Lane Gardens",1472000,"Flat / Apartment",1346,3,3,3,"Highgate","London","N6 5NY"
"3052",3051,"Boat Race House",2816000,"Penthouse",1715,2,2,2,"63 Mortlake High Street","London","SW14 8HL"
"3053",3052,"Boat Race House",2304000,"Penthouse",1490,2,2,2,"63 Mortlake High Street","London","SW14 8HL"
"3054",3053,"Warwick Way",870400,"Flat / Apartment",681,2,2,2,"","London","SW1V 1QR"
"3055",3054,"Butler House",1184000,"New development",1033,3,3,3," Maida Vale","London","W9 2DP"
"3056",3055,"Westbourne Terrace Road",2304000,"Flat / Apartment",1441,3,3,3,"Little Venice","London","W2 6NG"
"3057",3056,"Packington Street",1280000,"Flat / Apartment",923,2,2,2,"Islington","London","N1 8RA"
"3058",3057,"Vincent Close",2259200,"House",3354,5,5,5,"Esher","Surrey","KT10 8AW"
"3059",3058,"Horseshoe Court",1068800,"Flat / Apartment",744,2,2,2,"11 Brewhouse Yard","London","EC1V 4JU"
"3060",3059,"Tring Avenue",2432000,"House",2599,5,5,5,"","London","W5 3QD"
"3061",3060,"Jackson & Joseph Building",2432000,"Flat / Apartment",2114,2,2,2,"8 Princelet Street","London","E1 6QJ"
"3062",3061,"Upper Richmond Road",691200,"Flat / Apartment",615,2,2,2,"Putney","London","SW15 2TX"
"3063",3062,"Palm House",1151936,"Flat / Apartment",1025,3,3,3,"70 Sancroft Street","London","SE11 5AH"
"3064",3063,"Macaulay Road",7616000,"House",6776,8,8,8,"Clapham","London","SW4 0QX"
"3065",3064,"Poppyfield House",588800,"Flat / Apartment",767,2,2,2,"Copperwood Place","London","SE10 8GD"
"3066",3065,"Ormond House",934400,"Flat / Apartment",626,2,2,2,"Medway Street","London","SW1P 2TB"
"3067",3066,"Lingfield Road",1913600,"Flat / Apartment",1618,3,3,3,"","London","SW19 4PU"
"3068",3067,"Blue Row Cottage",672000,"House",833,3,3,3,"Upshirebury Green","Essex","EN9 3ST"
"3069",3068,"Carlton Hill",1529600,"Flat / Apartment",839,2,2,2,"St. John's Wood","London","NW8 0JY"
"3070",3069,"Eardley Crescent",992000,"Flat / Apartment",828,2,2,2,"","London","SW5 9JS"
"3071",3070,"Anhalt Road",4096000,"House",2634,5,5,5,"Battersea","London","SW11 4NZ"
"3072",3071,"Clare Hill",3193600,"House",4185,6,6,6,"Esher","Surrey","KT10 9NB"
"3073",3072,"Hardman Road",895936,"House",1037,3,3,3,"Kingston upon Thames","Surrey","KT2 6RH"
"3074",3073,"Carew Road",640000,"Flat / Apartment",955,2,2,2,"Northwood","Middlesex","HA6 3NL"
"3075",3074,"Almeric Road",895998.72,"Flat / Apartment",970,2,2,2,"","London","SW11 1HL"
"3076",3075,"Ellington Street",640000,"Flat / Apartment",462,1,1,1,"","London","N7 8PL"
"3077",3076,"Seymour Road",1472000,"House",1774,4,4,4,"East Molesey","Surrey","KT8 0PB"
"3078",3077,"17 Lillie Square",2777600,"New development",1083,3,3,3," Earls Court","London","SW6 1UE"
"3079",3078,"Queen's Gate Terrace",1785600,"Flat / Apartment",924,2,2,2,"","London","SW7 5PL"
"3080",3079,"Brynmaer Road",2944000,"House",2062,4,4,4,"","London","SW11 4EW"
"3081",3080,"Eagle Point",1151993.6,"Flat / Apartment",863,2,2,2," Old Street","London","EC1V 1AR"
"3082",3081,"Battersea High Street",1152000,"House",902,2,2,2,"","London","SW11 3HX"
"3083",3082,"Norfolk Road",8185600,"House",2944,3,3,3,"St. John's Wood","London","NW8 6HE"
"3084",3083,"Belgravia Court",1728000,"Flat / Apartment",750,2,2,2,"33 Ebury Street","London","SW1W 0NY"
"3085",3084,"Icon Apartments",6400000,"Penthouse",4004,4,4,4," Pimlico","London","SW1V 3JY"
"3086",3085,"Queensmill Road",2944000,"House",2713,6,6,6,"Fulham","London","SW6 6JP"
"3087",3086,"Welbeck House",7808000,"Flat / Apartment",2625,5,5,5," Marylebone","London","W1G 9XE"
"3088",3087,"Castlebar Hill",1216000,"House",968,2,2,2,"Ealing","London","W5 1TD"
"3089",3088,"St. George's Square",2976000,"Penthouse",1895,4,4,4,"Pimlico","London","SW1V 3QN"
"3090",3089,"Ingram Avenue",22976000,"House",14358,7,7,7,"Hampstead Garden Suburb","London","NW11 6TL"
"3091",3090,"Coleherne Court",1529600,"Flat / Apartment",1039,3,3,3,"Old Brompton Road","London","SW5 0EE"
"3092",3091,"Airedale Avenue",2880000,"House",1874,5,5,5,"Chiswick","London","W4 2NW"
"3093",3092,"Bridges Wharf",761600,"Flat / Apartment",674,2,2,2," Battersea","London","SW11 3GZ"
"3094",3093,"Birdhurst Road",896000,"Flat / Apartment",801,3,3,3,"","London","SW18 1AR"
"3095",3094,"Ann Street",864000,"Flat / Apartment",736,2,2,2,"","London","N1 7FF"
"3096",3095,"Quartz House",1024000,"Flat / Apartment",907,2,2,2," Ealing","London","W5 2XA"
"3097",3096,"Kings Road",1408000,"Flat / Apartment",1156,2,2,2,"","London","SW10 0TX"
"3098",3097,"Kingsway",1273600,"Flat / Apartment",685,2,2,2,"","London","WC2B 6EL"
"3099",3098,"North Gate",4480000,"Flat / Apartment",2423,4,4,4," St. John's Wood","London","NW8 7EJ"
"3100",3099,"Burlington Gardens",5056000,"House",4188,7,7,7,"Chiswick","London","W4 4LT"
"3101",3100,"South Terrace",8640000,"House",3719,5,5,5,"","London","SW7 2TB"
"3102",3101,"Wilton Place",11520000,"House",4039,5,5,5,"","London","SW1X 8RL"
"3103",3102,"Bentley Priory",896000,"Flat / Apartment",1221,3,3,3," Stanmore","Middlesex","HA7 3FB"
"3104",3103,"Oaklands Estate",640000,"Flat / Apartment",945,4,4,4,"Clapham","London","SW4 8AG"
"3105",3104,"Kirby Street",1216000,"Flat / Apartment",870,2,2,2,"Clerkenwell","London","EC1N 8TE"
"3106",3105,"St. Luke's Avenue",1408000,"New development",1310,2,2,2,"","London","SW4 7EB"
"3107",3106,"Carillon Court",601600,"Penthouse",496,1,1,1," Shoreditch","London","E1 5EN"
"3108",3107,"Petersham Road",3814400,"House",3433,6,6,6,"Richmond","Surrey","TW10 7DA"
"3109",3108,"Hopkinsons Place",1600000,"Flat / Apartment",969,3,3,3,"Primrose Hill","London","NW1 8TN"
"3110",3109,"Reform Street",1088000,"House",1017,2,2,2,"Battersea","London","SW11 5AJ"
"3111",3110,"Tufton Court",1696000,"Flat / Apartment",1167,3,3,3,"Tufton Street","London","SW1P 3QH"
"3112",3111,"The Knightsbridge Apartments",8896000,"Flat / Apartment",1584,3,3,3,"199 Knightsbridge","London","SW7 1RH"
"3113",3112,"Hilliard Road",832000,"House",1386,4,4,4,"Northwood","Middlesex","HA6 1SP"
"3114",3113,"St. Peters Square",4352000,"House",2441,4,4,4,"Hammersmith","London","W6 9AB"
"3115",3114,"Drake House",2112000,"Flat / Apartment",1189,2,2,2,"76 Marsham Street","London","SW1P 4LY"
"3116",3115,"The Belvedere",3520000,"Flat / Apartment",2080,4,4,4," Chelsea","London","SW10 0XA"
"3117",3116,"Wheatley Street",2816000,"Flat / Apartment",1119,2,2,2,"Marylebone","London","W1G 8PS"
"3118",3117,"Ellerby Street",4960000,"House",4095,7,7,7," Fulham","London","SW6 6EY"
"3119",3118,"Cornwall Gardens",5568000,"Penthouse",2494,3,3,3,"","London","SW7 4BQ"
"3120",3119,"Colefax Building",608000,"Flat / Apartment",542,1,1,1,"23 Plumbers Row","London","E1 1EQ"
"3121",3120,"Sculpture House",576000,"Flat / Apartment",738,2,2,2,"4 Killick Way","London","E1 3FE"
"3122",3121,"Westbourne Terrace",1856000,"Flat / Apartment",1067,2,2,2,"","London","W2 6QT"
"3123",3122,"Durham Terrace",2880000,"Flat / Apartment",1539,2,2,2,"","London","W2 5PB"
"3124",3123,"New Road",6080000,"House",8081,7,7,7,"Esher","Surrey","KT10 9PG"
"3125",3124,"Cedars Road",4480000,"House",3001,5,5,5,"Barnes","London","SW13 0HP"
"3126",3125,"New Atlas Wharf",1107200,"Flat / Apartment",1551,3,3,3,"3 Arnhem Place","London","E14 3SS"
"3127",3126,"Benbow House",10560000,"Penthouse",4555,5,5,5," Southwark","London","SE1 9DS"
"3128",3127,"Kent Terrace",9600000,"House",3792,5,5,5,"Regent's Park","London","NW1 4RP"
"3129",3128,"Park Street",10144000,"House",2648,4,4,4,"Mayfair","London","W1K 2JZ"
"3130",3129,"Westbridge Road",6720000,"House",4144,6,6,6,"Battersea Park","London","SW11 3PW"
"3131",3130,"Residence Tower",761600,"Flat / Apartment",795,2,2,2,"Woodberry Grove","London","N4 2BS"
"3132",3131,"Acfold Road",3392000,"House",2454,6,6,6,"Fulham","London","SW6 2AL"
"3133",3132,"Abbey Lodge",7616000,"Penthouse",2220,4,4,4," St John's Wood","London","NW8 7RL"
"3134",3133,"North Gate",7168000,"Flat / Apartment",2509,4,4,4," St. John's Wood","London","NW8 7EH"
"3135",3134,"New Road",2880000,"House",3889,4,4,4,"Esher","Surrey","KT10 9PG"
"3136",3135,"Dalling Road",1408000,"House",1454,4,4,4,"","London","W6 0JD"
"3137",3136,"Doulton House",1529600,"Flat / Apartment",1024,3,3,3," Fulham","London","SW6 2FS"
"3138",3137,"Queensbridge Road",1248000,"Flat / Apartment",1194,3,3,3,"Hackney","London","E8 3AR"
"3139",3138,"Windsor House",768000,"Flat / Apartment",1219,3,3,3," Bushey","Hertfordshire","WD23 2RH"
"3140",3139,"Chiltern Place",6336000,"New development",1627,2,2,2,"66 Chiltern Street","Marylebone","W1U 6NJ"
"3141",3140,"Oakhill Avenue",1273600,"House",1762,4,4,4,"Pinner","Middlesex","HA5 3DL"
"3142",3141,"Hereford Road",928000,"Flat / Apartment",521,1,1,1,"Notting Hill","London","W2 5AJ"
"3143",3142,"Hollandgreen Place",3520000,"New development",1184,2,2,2,"","London","W8 6AX"
"3144",3143,"South Quay Plaza",1760000,"New development",1203,3,3,3,"Canary Wharf","London","E14 9SH"
"3145",3144,"Wardian West Tower",2368000,"Penthouse",1268,2,2,2," Canary Wharf","London","E14 9TP"
"3146",3145,"Kings Gate Walk",2336000,"New development",934,2,2,2,"Victoria","London","SW1E 6AN"
"3147",3146,"St George's Park",1034233.6,"New development",1650,5,5,5,"Suttons Lane","Hornchurch","RM12 6RS"
"3148",3147,"Fairacres",1696000,"Flat / Apartment",2403,4,4,4," Putney","London","SW15 5LX"
"3149",3148,"Buckingham Gate",960000,"Flat / Apartment",596,1,1,1,"","London","SW1E 6PB"
"3150",3149,"Wardian East Tower",736000,"New development",531,1,1,1," Canary Wharf","London","E14 9TP"
"3151",3150,"Gertrude Street",1824000,"Flat / Apartment",983,2,2,2,"","London","SW10 0JG"
"3152",3151,"The Arthaus Apartments",704000,"Flat / Apartment",672,2,2,2,"205 Richmond Road","London","E8 3FF"
"3153",3152,"Duchess of Bedford House",2816000,"Flat / Apartment",1337,3,3,3,"Duchess of Bedfords Walk","London","W8 7QN"
"3154",3153,"Malvern Terrace",2560000,"House",1450,4,4,4,"Islington","London","N1 1HR"
"3155",3154,"Regan Yard",819200,"New development",794,3,3,3," London","N1 6FU","N1 6PH"
"3156",3155,"Aberdeen Road",4480000,"House",3247,5,5,5,"","London","N5 2XB"
"3157",3156,"23 Maud Street",979200,"Flat / Apartment",1234,3,3,3,"Royal Docks","London","E16 1YU"
"3158",3157,"Mozart Terrace",9600000,"House",3871,5,5,5,"Ebury Street","London","SW1W 8UP"
"3159",3158,"Gayville Road",1120000,"Flat / Apartment",782,2,2,2,"","London","SW11 6JP"
"3160",3159,"The Spinney",5568000,"New development",8151,5,5,5,"Queens Drive","Oxshott","KT22 0PL"
"3161",3160,"Jessel Drive",608000,"House",1018,3,3,3,"Loughton","Essex","IG10 2EX"
"3162",3161,"Boat Race House",1689600,"New development",1452,2,2,2,"63 Mortlake High Street","London","SW14 8HL"
"3163",3162,"Whiston House",704000,"Flat / Apartment",558,2,2,2," Halton Road","London","N1 2DH"
"3164",3163,"Ebury Square",6905600,"Flat / Apartment",1845,3,3,3,"","London","SW1W 9AH"
"3165",3164,"Hallowell Road",384000,"Flat / Apartment",573,1,1,1,"Northwood","Middlesex","HA6 1DT"
"3166",3165,"Sussex Square",2048000,"Flat / Apartment",1535,4,4,4,"Paddington","London","W2 2SR"
"3167",3166,"St John's Place",1139200,"Flat / Apartment",800,2,2,2,"Clerkenwell","London","EC1M 4NP"
"3168",3167,"Junction House",1103360,"New development",978,3,3,3," Battersea","London","SW11 2NU"
"3169",3168,"Regents House",992000,"New development",636,1,1,1," Battersea","London","SW11 4FA"
"3170",3169,"Charles Street",2048000,"New development",1500,3,3,3,"Barnes","London","SW13 0NZ"
"3171",3170,"Queen's Gate Place",2496000,"Flat / Apartment",1376,2,2,2,"","London","SW7 5NU"
"3172",3171,"Goodwood Court",870400,"Flat / Apartment",484,1,1,1,"54-57 Devonshire Street","London","W1W 5DZ"
"3173",3172,"Old Church Street",9728000,"House",2896,4,4,4,"","London","SW3 5DQ"
"3174",3173,"Overstrand Mansions",2304000,"Flat / Apartment",1386,3,3,3,"Prince of Wales Drive","London","SW11 4HA"
"3175",3174,"Overstrand Mansions",1907200,"Flat / Apartment",1452,3,3,3,"Prince of Wales Drive","London","SW11 4EY"
"3176",3175,"Cranbourne Court",1920000,"Flat / Apartment",1088,2,2,2,"Albert Bridge Road","London","SW11 4PE"
"3177",3176,"Enclave Court",1408000,"Flat / Apartment",1056,1,1,1," Clerkenwell","London","EC1V 0BH"
"3178",3177,"Girdlers Road",1318400,"Flat / Apartment",959,2,2,2,"Brook Green","London","W14 0PS"
"3179",3178,"Television Centre",1728000,"Flat / Apartment",1007,2,2,2,"3 Wood Crescent","London","W12 7GN"
"3180",3179,"Pentland House",1126400,"Flat / Apartment",693,2,2,2,"188 Cromwell Road","London","SW5 0SJ"
"3181",3180,"Belgrave Court",1120000,"Flat / Apartment",1278,2,2,2," Canary Wharf","London","E14 8RJ"
"3182",3181,"Gooch House",697598.72,"Flat / Apartment",792,2,2,2," Greenwich","London","SE10 0XL"
"3183",3182,"Holland Road",1022720,"Flat / Apartment",835,1,1,1,"","London","W14 8HL"
"3184",3183,"Cadogan Court",6720000,"Flat / Apartment",2456,4,4,4," Chelsea","London","SW3 3BX"
"3185",3184,"Winchester Place",2752000,"New development",2453,4,4,4,"Highgate","London","N6 5HJ"
"3186",3185,"Winchester Place",2560000,"New development",2421,4,4,4,"Highgate","London","N6 5HJ"
"3187",3186,"Windmill Road",1280000,"House",2701,4,4,4,"Brentford","London","TW8 9NH"
"3188",3187,"Green Street",4928000,"Flat / Apartment",995,2,2,2,"Mayfair","London","W1K 6RL"
"3189",3188,"Christchurch",1120000,"Flat / Apartment",1193,2,2,2," Richmond","Surrey","TW9 2AU"
"3190",3189,"Lammas Park Road",896000,"Flat / Apartment",1025,3,3,3,"","London","W5 5JD"
"3191",3190,"Sedlescombe Road",2560000,"House",2282,4,4,4,"","London","SW6 1RB"
"3192",3191,"Elsworthy Road",9280000,"New development",3185,4,4,4,"Primrose Hill","London","NW3 3DS"
"3193",3192,"Roland Gardens",4160000,"Flat / Apartment",2476,4,4,4,"","London","SW7 3PG"
"3194",3193,"Sloane Court East",1376000,"Flat / Apartment",724,1,1,1,"","London","SW3 4TQ"
"3195",3194,"Bickenhall Mansions",3648000,"Flat / Apartment",2163,4,4,4,"Bickenhall Street","London","W1U 6BU"
"3196",3195,"Stanley Mansions",2112000,"Flat / Apartment",1139,3,3,3," Chelsea","London","SW10 0AG"
"3197",3196,"Carrington House",2176000,"Flat / Apartment",788,2,2,2," Mayfair","London","W1J 7RG"
"3198",3197,"Winston Road",1728000,"House",1552,4,4,4,"","London","N16 9LL"
"3199",3198,"Milton Grove",3065600,"House",2277,4,4,4,"Stoke Newington","London","N16 8QY"
"3200",3199,"Mallord Street",7360000,"House",3059,5,5,5,"","London","SW3 6DT"
"3201",3200,"West Smithfield",1145600,"Flat / Apartment",648,2,2,2,"","London","EC1A 9DY"
"3202",3201,"Clarence Park Crescent",3200000,"House",2316,5,5,5,"Stanmore","Middlesex","HA7 3GD"
"3203",3202,"Sandy Lodge Way",1088000,"House",1384,5,5,5,"Northwood","Middlesex","HA6 2AS"
"3204",3203,"Wyndham Street",4672000,"House",2390,4,4,4,"Marylebone","London","W1H 1DB"
"3205",3204,"Lowther Road",3584000,"House",3502,6,6,6,"Barnes","London","SW13 9NP"
"3206",3205,"The Vineyard",761600,"Flat / Apartment",632,1,1,1,"Richmond","Surrey","TW10 6AS"
"3207",3206,"Paddock Way",4478720,"House",4831,5,5,5,"Putney","London","SW15 3TN"
"3208",3207,"Danemere Street",3008000,"House",3134,6,6,6,"Putney","London","SW15 1LT"
"3209",3208,"Ravenswood Park",1184000,"House",1607,4,4,4,"Northwood","Middlesex","HA6 3PR"
"3210",3209,"Lavender Gardens",1216000,"Flat / Apartment",911,2,2,2,"","London","SW11 1DJ"
"3211",3210,"Quarrendon Street",5120000,"House",3394,6,6,6," Fulham","London","SW6 3ST"
"3212",3211,"Icon Apartments",672000,"Flat / Apartment",1030,3,3,3,"32 Duckett Street","London","E1 4FX"
"3213",3212,"Metcalfe Court",736000,"Flat / Apartment",924,2,2,2," Greenwich","London","SE10 0BZ"
